current_date.year,current_date.month,cycle,machine_time,runTime,meanHomefieldsSOCS,meanBushfieldsSOCS,meanRangelandSOCS,totalNFlows,totalCFlows,TT,CThroughflow
2021,12,18962,1688462112796.0,0.0,1226.2114577889731,1230.1479030392888,1559.5350004802604,1798786.2854201922,17081929.294664476,1158387.8430245111,1254948.980240642
2022,1,20450,1688462118501.0,0.0,1189.793717981295,1193.6113459737408,1513.2156212289294,2161173.6364450445,20229605.122029882,1414769.8454468506,1785303.6088591078
2022,2,21938,1688462124321.0,0.0,1154.457589345794,1158.1599766833933,1468.2720617899843,2526750.5116354055,23486960.87480736,1673004.542651727,2331684.7398806927
2022,3,23282,1688462129754.0,0.0,1120.1706970260539,1123.761535170836,1424.6633338206484,2895160.3746560733,26847025.923232988,1932892.4408527429,2891734.639695723
2022,4,24770,1688462136238.0,0.0,1086.9021898366632,1090.3847829127217,1382.3499924281853,3266703.688023485,30310046.619241517,2194607.600848061,3467269.8196544894
2022,5,26210,1688462142191.0,0.0,1055.0275962141511,1057.9993373117782,1341.2931325243464,3656512.511912018,33883298.91984544,2469985.854114209,4064781.4937995244
2022,6,27698,1688462148493.0,0.0,1023.7777740370307,1026.575773964429,1301.4557141413438,4050757.081905021,37552632.87009956,2748361.9475633567,4676669.458955491
2022,7,29138,1688462155758.0,0.0,993.4242499265026,996.5644327395396,1267.8631772815033,4628976.803127684,41365489.86105861,3107534.016422812,5301587.221469963
2022,8,30626,1688462158291.0,0.0,963.9229394200008,967.0080576936373,1230.6550637743853,5243646.205330519,45465280.111738004,3503140.2204503934,5931545.901101595
2022,9,32114,1688462160986.0,0.0,935.2934992614107,938.2873619038859,1194.1069696740274,5894711.527652547,49845874.8122743,3935126.836153997,6564264.8831634475
2022,10,33554,1688462163152.0,0.0,907.5143473203699,910.4192971856077,1158.64082746623,6582074.525250535,54503083.9225755,4403396.151953076,7197739.921789095
2022,11,35042,1688462165633.0,0.0,880.5602636928511,883.3789337169405,1124.228036480842,7328913.631330673,59926930.54402452,4930067.701964305,8314234.40289739
2022,12,36482,1688462167960.0,0.0,854.4077969578899,857.1416960072287,1090.8373395711722,8078577.757480748,65425322.69843612,5458391.897490325,9438106.930716358
2023,1,37970,1688462173410.0,0.0,829.0335170572522,831.68376146014,1058.4386167682196,8831280.320198676,71006900.42471209,5988629.441086686,10579476.663747726
2023,2,39458,1688462178538.0,0.0,804.4128802510518,806.9819661879142,1027.0022586535706,9587222.410216672,76671848.88635604,6520768.034416474,11738200.700910345
2023,3,40802,1688462183528.0,0.0,780.5231339582638,783.0138449209137,996.4996314934717,10345929.912057908,82414746.11632389,7054611.859957162,12912405.82764566
2023,4,42290,1688462190126.0,0.0,757.3429553885695,759.7576183315377,966.9030908203221,11107687.244889548,88236152.29557768,7590331.75598783,14103648.905566826
2023,5,43730,1688462196369.0,0.0,735.264062336139,737.1921205648706,938.1855212529579,11887794.132399518,94146440.26780502,8139739.897837206,15319619.871866606
2023,6,45218,1688462202633.0,0.0,713.5164558439736,715.2968373493093,910.3209117087356,12672576.212654853,100131810.10867946,8692219.355720842,16552118.086654026
2023,7,46658,1688462211824.0,0.0,692.3805653129161,694.4645123414856,888.5030155851023,13638055.404285304,106239449.59413508,9325545.175410233,17800502.534661725
2023,8,48146,1688462214949.0,0.0,671.8207495118,673.8749413434184,862.5762450781978,14642256.032027572,112637806.15872692,9997576.879806018,19054211.891447768
2023,9,49634,1688462218080.0,0.0,651.8670380655054,653.8605516698279,836.9605724474382,15685120.460135488,119321376.00991255,10708256.87346384,20310889.268771574
2023,10,51074,1688462220805.0,0.0,632.5059354610011,634.4402476305366,812.1020363241947,16766546.445000665,126286425.97169107,11457483.448778924,21568317.606095377
2023,11,52562,1688462223766.0,0.0,613.7198766742185,615.5967379013078,787.9817939820406,17911435.638930857,134065072.10870928,12269099.358889036,23350227.249514397
2023,12,54002,1688462226189.0,0.0,595.4929555172499,597.3128991894257,764.5779467208898,19059224.951563325,141899249.70857275,13082386.102460455,25140271.07718951
2024,1,55490,1688462230844.0,0.0,577.8088291607118,579.5721393905058,741.8693931452505,20210117.526534718,149797294.56498927,13897596.46611158,26947994.84718795
2024,2,56978,1688462235576.0,0.0,560.6498957849,562.3583069405863,719.8353953447884,21364283.811323732,157759761.78559062,14714714.17171384,28773068.72825751
2024,3,58370,1688462240133.0,0.0,544.000317379712,545.6557431699863,698.455877906203,22521294.920440268,165782177.1984914,15533600.522341589,30613975.84185786
2024,4,59858,1688462245806.0,0.0,527.8452084874062,529.4492842407091,677.711534819962,23681343.900879916,173865797.0199787,16354374.351263426,32472343.976557046
2024,5,61298,1688462251283.0,0.0,512.5839689709856,513.7241702701854,657.5832125202289,24859610.296165466,182020853.5539898,17188848.58730939,34355536.44450774
2024,6,62786,1688462256847.0,0.0,497.4517954274802,498.46610509617227,638.0527165691749,26042415.790004987,190233598.57186192,18026428.054797277,36254997.10734692
2024,7,64226,1688462264163.0,0.0,482.73127017978163,484.492624790487,624.5988198030307,27404984.14933646,198568751.32436496,18944849.23226107,38169875.414593555
2024,8,65714,1688462266679.0,0.0,468.39806261977174,470.17653914725247,606.5348459499154,28809674.027054776,207199785.70904845,19905376.38259098,40089630.75454019
2024,9,67202,1688462269056.0,0.0,454.48620691306604,456.2124484983183,588.5240524369943,30256404.65895614,216119950.5566346,20907928.800748046,42010877.9433514
2024,10,68642,1688462271248.0,0.0,440.98751236275075,442.66248928617415,571.0443307391363,31745108.94412394,225327448.10272124,21952439.897071544,43932876.09216262
2024,11,70130,1688462273960.0,0.0,427.88974226031496,429.51497074565077,554.083743321321,33302973.872831143,235411881.52838057,23065037.76266445,46436407.45873875
2024,12,71570,1688462276512.0,0.0,415.1818772356981,416.75794659996535,537.6269020629311,34863579.65682518,245536156.2166026,24179265.08876858,48946316.29867279
