current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687228524965.0,0.0,4001.1562539886327,234253.25307298137,1121.446657070006,10797.844567176702
2021,1,2930,1687228553010.0,0.0,11839.980686750923,605566.4278534623,3320.447597483875,28619.491837293466
2021,2,4418,1687228578642.0,0.0,22727.826987031844,1109991.3460151108,6520.352510624888,50177.83290797024
2021,3,5762,1687228621125.0,0.0,34651.29199668327,1738669.0071971014,10569.33540672991,72941.534427747
2021,4,7250,1687228681493.0,0.0,47712.646924027154,2487807.1279821936,15550.108054517941,96629.04251897373
2021,5,8690,1687228757077.0,0.0,63799.212641355436,3360087.478965727,22961.899357876002,127717.01560209978
2021,6,10178,1687228868636.0,0.0,81459.00585166807,4350734.56009719,31707.187598177366,165422.7139629719
2021,7,11618,1687229049007.0,0.0,275153.5369818918,5487055.177484539,119052.11541700868,209690.93586788164
2021,8,13106,1687229058832.0,0.0,500771.10872892494,6965570.16989437,238310.01616959512,255175.22119214133
2021,9,14594,1687229067164.0,0.0,758311.2348167999,8783246.62748305,389480.4274834889,301878.97818685096
2021,10,16034,1687229075180.0,0.0,1047726.9616110077,10936788.86477858,572517.5257537158,349029.7351815606
2021,11,17522,1687229084662.0,0.0,1397358.2372625356,14041728.267936056,814518.8120062627,1003567.33155952
2021,12,18962,1687229103823.0,0.0,1751142.227051203,17246572.908920955,1057495.665070823,1661469.4192142594
2022,1,20450,1687229135562.0,0.0,2109228.988604122,20551510.38659229,1301714.1527956997,2338355.287423968
2022,2,21938,1687229167679.0,0.0,2472189.5326568256,23949861.19921615,1547143.4287025828,3031647.5588716296
2022,3,23282,1687229195890.0,0.0,2839183.0661186078,27430656.320698187,1793673.401288962,3739665.1099739033
2022,4,24770,1687229227213.0,0.0,3210649.633051022,30983480.439110927,2041429.5501901587,4464611.891426546
2022,5,26210,1687229257456.0,0.0,3590629.785673162,34615081.00829776,2293314.531398046,5212149.996997618
2022,6,27698,1687229288332.0,0.0,3975423.4722195826,38309559.38531175,2546811.5993977822,5981325.697687101
2022,7,29138,1687229328468.0,0.0,4543699.484874611,42161262.025608264,2879162.2016476355,6771279.278021168
2022,8,30626,1687229338192.0,0.0,5145542.68679957,46281534.36077714,3245070.7278070003,7561719.841516636
2022,9,32114,1687229346575.0,0.0,5780953.048786189,50668280.40129945,3644537.1501033762,8352647.150576503
2022,10,33554,1687229354449.0,0.0,6449902.2457338665,55319325.07084827,4077533.3577562007,9144084.10814062
2022,11,35042,1687229363661.0,0.0,7177452.3751677275,60769017.11220611,4567879.116767648,10460733.45305196
2022,12,36482,1687229393501.0,0.0,7909379.8736900175,66283529.479860954,5059403.351907605,11798072.251378434
2023,1,37970,1687229424594.0,0.0,8645603.904991314,71832099.44791107,5552153.021740534,13157314.230780404
