current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687214026711.0,0.0,4001.365815474162,234469.8424823839,1121.6459172917469,10817.349666145767
2021,1,2930,1687214054664.0,0.0,11841.091344722505,606059.0651533564,3321.503659637357,28694.877500831593
2021,2,4418,1687214080366.0,0.0,22726.244056985746,1110691.3224008002,6522.29507220099,50295.379427597414
2021,3,5762,1687214121990.0,0.0,34639.704173555685,1739551.6687989223,10571.95730266087,73098.10627402324
2021,4,7250,1687214183688.0,0.0,47682.67048273732,2488848.783130116,15552.905066981244,96797.40248936914
2021,5,8690,1687214253930.0,0.0,63778.261496772626,3361310.8706806367,22966.30201114491,127919.10694593555
2021,6,10178,1687214368114.0,0.0,81487.15145231494,4352149.429464173,31714.721397168385,165678.1318333706
2021,7,11618,1687214560451.0,0.0,275271.1734060331,5488815.325830129,119064.61411626593,210034.71259501707
2021,8,13106,1687214570302.0,0.0,500979.0259123213,6930765.284599944,238328.24330312034,255617.24877171352
2021,9,14594,1687214578572.0,0.0,758618.5107504536,8674673.751016498,389513.0272305319,302796.9821785597
2021,10,16034,1687214586453.0,0.0,1048140.7259274068,10717642.416494299,572571.2897090754,350732.70586420584
2021,11,17522,1687214595759.0,0.0,1393598.6092160365,13579576.366252627,810313.8594242961,910585.1380938855
2021,12,18962,1687214615454.0,0.0,1743597.6922928125,16541626.845816886,1049211.6601551361,1488871.6793380706
2022,1,20450,1687214646849.0,0.0,2098050.797109619,19592193.98320742,1289312.8928946548,2084551.9965471514
2022,2,21938,1687214678038.0,0.0,2457484.27847742,22720839.28166935,1530618.8130452055,2698245.265232153
2022,3,23282,1687214706322.0,0.0,2820890.590843195,25912715.04815139,1773010.3832743813,3327849.2309928103
2022,4,24770,1687214737645.0,0.0,3188699.6218009307,29147277.491697393,2016607.9425733855,3975819.244157981
2022,5,26210,1687214767954.0,0.0,3565069.036621723,32446286.514426403,2264321.8467909503,4646580.5112076
2022,6,27698,1687214799064.0,0.0,3946339.4403633,35804766.46403247,2513631.2115936736,5338053.543650042
2022,7,29138,1687214838588.0,0.0,4511181.818090533,39322280.98573162,2841779.6668365453,6049430.330058237
2022,8,30626,1687214848506.0,0.0,5109594.566538751,43099617.52618225,3203489.1636343617,6761323.402915631
2022,9,32114,1687214856682.0,0.0,5741577.751301382,47134513.99900677,3598759.764356221,7473734.634688426
2022,10,33554,1687214864531.0,0.0,6407101.0237706015,51425034.94031341,4027561.434182439,8186640.34288322
2022,11,35042,1687214873973.0,0.0,7130104.633876236,56480745.384719744,4512591.982907987,9400173.423162239
2022,12,36482,1687214903659.0,0.0,7857553.859313599,61600869.59183521,4998804.603524912,10634611.905260654
2023,1,37970,1687214934909.0,0.0,8589340.617394269,66770363.2762707,5486222.837566537,11887379.117889864
2023,2,39458,1687214966151.0,0.0,9326050.93925821,71974771.7744165,5974852.393804207,13159227.46474084
