current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687199574506.0,0.0,4003.360898874343,234468.18096841362,1123.542929806747,10917.858464995756
2021,1,2930,1687199602438.0,0.0,11843.876962468064,605949.3570649285,3324.1523467673564,28791.326840531583
2021,2,4418,1687199628030.0,0.0,22713.750765247107,1110450.8157854134,6524.6375869921185,50318.68041189241
2021,3,5762,1687199669922.0,0.0,34581.595371582385,1739183.0005537453,10572.970345482368,73019.73555757324
2021,4,7250,1687199728512.0,0.0,47546.4555628425,2488319.1596336495,15552.498149945839,96625.80747491904
2021,5,8690,1687199796524.0,0.0,63499.76952329149,3360539.4234663523,22963.808997549437,127655.26770353905
2021,6,10178,1687199910338.0,0.0,80996.73946641976,4351100.741833313,31708.334915842574,165277.30163483386
2021,7,11618,1687200081952.0,0.0,274500.59388790024,5487130.541037364,119053.79272408097,209492.99127437387
2021,8,13106,1687200091898.0,0.0,499927.1585102081,6927844.287735063,238311.92555592526,254924.05125646383
2021,9,14594,1687200100141.0,0.0,757284.3334610363,8669975.1280073,389490.24519815284,301925.4525561536
2021,10,16034,1687200108131.0,0.0,1046523.8846987708,10710538.49934035,572541.7105787382,349663.43006289325
2021,11,17522,1687200117492.0,0.0,1391733.572462147,13569629.621111112,810311.9516099659,909474.1221475619
2021,12,18962,1687200137401.0,0.0,1741440.5377504956,16529078.387498636,1049243.3349201092,1488281.3995505013
2022,1,20450,1687200168514.0,0.0,2095547.5357073203,19575464.381772015,1289372.5528607436,2084187.2455228707
2022,2,21938,1687200199791.0,0.0,2454669.972799007,22699558.26134876,1530701.9669097066,2697865.9085561316
2022,3,23282,1687200228196.0,0.0,2817916.1577492147,25886405.482370976,1773123.105238849,3327630.4802686884
2022,4,24770,1687200259547.0,0.0,3185731.3752645683,29116430.346378453,2016756.2230714269,3976163.801048814
2022,5,26210,1687200289643.0,0.0,3562259.7367842486,32412217.117932875,2264505.8352902597,4647257.609364802
2022,6,27698,1687200320662.0,0.0,3943807.2771690874,35766853.65680418,2513848.496989515,5338893.897388686
2022,7,29138,1687200358769.0,0.0,4509047.485500645,39281199.77612287,2842030.3443485834,6050574.896160417
2022,8,30626,1687200368684.0,0.0,5107857.460660784,43010813.8368671,3203772.64424477,6762765.033757148
2022,9,32114,1687200376392.0,0.0,5740236.207231662,46953619.62481493,3599074.450191275,7475442.154515279
2022,10,33554,1687200384241.0,0.0,6406155.392810609,51107367.70364372,4027907.6444644136,8188629.10197541
2022,11,35042,1687200393812.0,0.0,7124469.668369827,55870419.67453706,4507884.478853797,9291053.514133308
2022,12,36482,1687200423529.0,0.0,7847307.412529923,60698033.89868293,4989049.305038838,10414800.090338405
2023,1,37970,1687200454646.0,0.0,8574577.589084659,65556801.77005632,5471444.639779034,11560698.241694007
2023,2,39458,1687200485556.0,0.0,9306781.47669735,70426542.33492525,5955066.351607229,12728561.299171083
2023,3,40802,1687200513647.0,0.0,10042914.363561241,75283157.57255429,6439795.2683425285,13916178.900762757
2023,4,42290,1687200544779.0,0.0,10783394.772502018,80095195.84298527,6925747.697711478,15125471.906452166
2023,5,43730,1687200575118.0,0.0,11532342.407809108,84897999.096378,7415832.221223785,16360294.3473876
2023,6,45218,1687200606533.0,0.0,12286095.392261729,89665144.70351368,7907523.6007184535,17619481.493154
2023,7,46658,1687200647526.0,0.0,13220027.500101808,94571354.15275003,8478063.068645716,18901078.844703436
2023,8,48146,1687200655240.0,0.0,14187616.046754584,99736931.54623437,9082249.757520515,20183141.26134767
2023,9,49634,1687200663211.0,0.0,15188863.91624463,105160567.14129151,9720086.40959951,21465734.378488004
2023,10,51074,1687200671226.0,0.0,16223739.702541286,110840861.28024143,10391541.984619146,22748811.184137333
2023,11,52562,1687200680971.0,0.0,17317136.864113495,117309931.80363001,11120267.560776925,24554304.204298556
2023,12,54002,1687200710987.0,0.0,18415137.269334957,123817290.69092208,11850182.065307595,26381088.202078372
2024,1,55490,1687200741128.0,0.0,19517647.362684578,130333552.04300433,12581328.662850212,28230051.84399753
2024,2,56978,1687200771634.0,0.0,20625106.465295088,136835786.36796397,13313701.875618586,30100973.579996992
2024,3,58370,1687200800270.0,0.0,21736554.872090716,143298441.7825571,14047219.975458724,31992320.994710814
2024,4,59858,1687200830738.0,0.0,22852266.2242684,149692184.74261937,14781960.509780154,33905310.390484504
2024,5,61298,1687200860501.0,0.0,23976464.91014612,156051345.0469874,15520845.956713865,35844238.581628606
2024,6,62786,1687200891365.0,0.0,25105519.889313843,162343289.6768477,16261343.932995226,37808300.07758829
2024,7,64226,1687200928803.0,0.0,26413760.463328194,168756480.56160933,17080693.77256748,39796126.24548352
2024,8,65714,1687200938401.0,0.0,27756444.77403969,175446558.0424863,17934478.089030836,41784436.46904235
2024,9,67202,1687200946381.0,0.0,29133571.826030415,182412904.74430534,18822695.935898423,43773208.59260119
2024,10,68642,1687200954548.0,0.0,30545111.609675366,189654526.97614062,19745317.600670237,45762427.71616002
2024,11,70130,1687200964006.0,0.0,32021010.353849318,197827717.7743018,20731046.865096048,48397807.11089838
2024,12,71570,1687200993945.0,0.0,33501329.244281523,206022341.4286839,21717959.280962966,51054229.83947367
2025,1,73058,1687201024563.0,0.0,34985983.0665455,214208593.82531023,22706099.106321383,53732689.33617929
2025,2,74546,1687201055139.0,0.0,36475605.44150128,222363928.67684954,23695465.411856055,56433094.96710748
2025,3,75890,1687201083189.0,0.0,37969361.41547538,230467842.20819965,24685944.611885283,59153452.42025821
2025,4,77378,1687201113825.0,0.0,39467693.19771322,238485488.79119512,25677655.301988736,61895844.563060865
2025,5,78818,1687201143537.0,0.0,40974723.83727696,246412695.5865288,26673505.236811265,64666593.74830383
2025,6,80306,1687201174281.0,0.0,42486758.76383803,254215864.53450292,27670975.032440845,67464475.12797411
2025,7,81746,1687201212960.0,0.0,44182470.25909724,262125515.76239178,28747309.419803146,70288348.34386942
2025,8,83234,1687201222318.0,0.0,45914709.51522412,270271040.32603914,29860162.120128907,73112792.64138041
2025,9,84722,1687201230258.0,0.0,47683476.001713045,278652151.51556057,31009532.628990173,75937796.00644223
2025,10,86162,1687201238158.0,0.0,49488737.379120484,287268220.3901617,32195389.018593647,78763290.44523425
2025,11,87650,1687201247435.0,0.0,51356980.25755764,296689249.75251156,33442975.48951808,82148182.78127155
2025,12,89090,1687201276977.0,0.0,53229749.41300314,306116098.9635713,34691749.703749575,85554372.8683637
2026,1,90578,1687201307521.0,0.0,55106952.99033651,315518824.35992646,35941753.51796043,88982634.41015548
2026,2,92066,1687201338022.0,0.0,56989079.638270274,324872533.3326707,37192984.10502701,92432913.07260813
2026,3,93410,1687201365507.0,0.0,58875109.09316972,334155149.917137,38445321.441925466,95902957.90134779
2026,4,94898,1687201395981.0,0.0,60765459.66210644,343336620.34871536,39698884.25084409,99394897.87932488
2026,5,96338,1687201426099.0,0.0,62664324.507919475,352410323.6565385,40956586.31254541,102915454.16593759
2026,6,97826,1687201457397.0,0.0,64568079.25361905,361338926.2300745,42215911.5538998,106463632.55818221
2026,7,99266,1687201495685.0,0.0,66652103.04331522,370364626.1084424,43554106.31083828,110038413.3146767
2026,8,100754,1687201505697.0,0.0,68772850.69994009,379635326.534497,44929015.579908915,113613721.96296798
2026,9,102242,1687201514023.0,0.0,70930321.56718384,389151252.23400337,46340638.737063624,117189543.7920129
2026,10,103682,1687201522170.0,0.0,73124484.16970879,398912003.5782551,47788944.676138684,120765830.55659503
2026,11,105170,1687201531994.0,0.0,75382498.37546723,409503806.26778233,49299850.82961164,124917627.68910176
2026,12,106610,1687201561739.0,0.0,77645103.70682704,420093340.8621748,50811946.06446852,129090747.32558882
2027,1,108098,1687201592183.0,0.0,79912206.84674795,430650224.6453912,52325273.29781739,133286052.99849963
2027,2,109586,1687201622620.0,0.0,82184265.0118092,441152235.2564954,53839827.8764005,137503374.35128048
2027,3,110930,1687201650186.0,0.0,84460202.67946701,451577929.25497264,55355488.966418594,141740469.67607996
2027,4,112418,1687201680612.0,0.0,86740434.94870824,461893633.25009495,56872374.588288814,145999411.1385045
2027,5,113858,1687201710344.0,0.0,89029172.67442094,472091338.8150293,58393399.78725741,150287022.44448912
2027,6,115346,1687201741143.0,0.0,91322799.25413804,482137198.5241386,59916046.27282859,154602098.0805038
2027,7,116786,1687201778795.0,0.0,93795751.22438842,492274841.18226606,61517559.94062798,158943583.72727293
2027,8,118274,1687201788334.0,0.0,96306211.32806368,502653580.84136397,63156572.45408561,163285566.09008485
2027,9,119762,1687201796322.0,0.0,98854178.00093578,513273784.3524775,64833082.32586509,167628010.35289678
2027,10,121202,1687201803958.0,0.0,101439624.16851883,524134973.85364985,66547062.63432501,171970967.66690475
2027,11,122690,1687201813425.0,0.0,104091273.74823105,535866309.5698123,68325994.94510806,176932247.42120254
2027,12,124130,1687201843459.0,0.0,106747367.51732352,547591876.7306871,70106112.8366674,181914747.69032735
2028,1,125618,1687201873698.0,0.0,109407817.5482541,559280690.1208694,71887458.81731023,186919310.19143853
2028,2,127106,1687201904049.0,0.0,112073201.06766424,570909988.314202,73670031.01955536,191945824.9343316
2028,3,128498,1687201932498.0,0.0,114742763.11687016,582456542.2494261,75453753.39217755,196992942.7985202
2028,4,129986,1687201962923.0,0.0,117416791.92128095,593889130.0180427,77238705.3057081,202062089.69852418
2028,5,131426,1687201992566.0,0.0,120099466.5169561,605202213.0099788,79027807.93939467,207159928.0299651
2028,6,132914,1687202023367.0,0.0,122787116.79505038,616359837.6753583,80818536.05022985,212285482.81844524
2028,7,134354,1687202061478.0,0.0,125658307.19319047,627606111.8076736,82688130.41465671,217437429.59428573
2028,8,135842,1687202071158.0,0.0,128569088.64278066,639002631.4772252,84597306.45167156,222589914.43676007
2028,9,137330,1687202078899.0,0.0,131519459.27603556,650549870.8745772,86546062.38530234,227742895.87647873
2028,10,138770,1687202086760.0,0.0,134509390.3540568,662247640.1628492,88534369.71131152,232896387.0905776
2028,11,140258,1687202096066.0,0.0,137558133.75184703,674502666.4942975,90580237.99621469,238445573.0147044
