int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
250,50,45,30,false,70080,1687180373707.0,1484983.0527601046,7081887.9064457435,977212.1552533113,2072407.3730111052
