int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
118,50,45,30,false,70080,1687175624871.0,1473938.4584629727,6565868.082595414,966360.2807839134,1827535.0849917862
