int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
18,50,45,30,false,70080,1687170838271.0,1496589.0715546515,7450867.449400822,988286.0120485425,2312244.896618914
