int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
122,50,45,30,false,70080,1687175624873.0,1486650.376641242,6901594.618349085,977530.4831577784,2075773.1494435365
