int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
116,50,45,30,false,70080,1687175624872.0,1487513.8180791757,7125291.213297496,979092.6364135615,2106203.7416170645
