int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
183,50,45,30,false,70080,1687178000347.0,1491753.309361745,7311493.862786728,984504.6091988409,2229086.358760831
