int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
57,50,45,30,false,70080,1687173208567.0,1490193.1686993814,7621647.96660707,981539.768036028,2166249.8062425656
