int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
239,50,45,30,false,70080,1687180373695.0,1486667.5418908237,6679847.1413302235,978246.1829313273,2098752.195469249
