int(self),self.nbHousehold,self.nbTranshumantHh,self.nbFatteningHh,self.fallowEnabled,self.cycle,self.machine_time,self.totalNFlows,self.totalCFlows,self.TT,self.CThroughflow
105,50,45,30,false,70080,1687174405084.0,1491364.1211018376,7063041.6304538045,980128.3067497433,2135715.3415898727
