current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687185165889.0,0.0,4001.237924977662,234418.15899589472,1121.524313416747,10833.592135495755
2021,1,2930,1687185193663.0,0.0,11840.388768995923,605960.1097333813,3320.8356199223563,28721.644368881523
2021,2,4418,1687185219072.0,0.0,22766.58613154359,1110682.9866377462,6523.591513166528,50440.217696207306
2021,3,5762,1687185258134.0,0.0,34799.145868954605,1739714.5166109262,10576.930310927866,73394.86819642312
2021,4,7250,1687185316599.0,0.0,48048.131292293205,2489272.183629822,15563.927005828034,97334.61209606897
2021,5,8690,1687185392483.0,0.0,64353.20522965681,3362062.4839957487,22982.586478330846,128715.27112699507
2021,6,10178,1687185503728.0,0.0,82231.68527478914,4353212.234290805,31734.103783867293,166719.05692185962
2021,7,11618,1687185696016.0,0.0,276145.1851928468,5490370.220254153,119084.72423235662,211297.47192728263
2021,8,13106,1687185705773.0,0.0,501980.41759200627,6939279.244270164,238347.06774038915,257058.04160180563
2021,9,14594,1687185714171.0,0.0,759745.178910601,8696774.483349834,389528.5475023657,304360.7511002284
2021,10,16034,1687185722015.0,0.0,1049390.102618938,10759782.485762587,572581.0456270872,352320.9500081511
2021,11,17522,1687185731427.0,0.0,1395760.3694187228,13665350.812442394,811107.5259682572,929286.2283080413
2021,12,18962,1687185754020.0,0.0,1746575.1495390243,16669404.606867706,1050778.058321438,1523805.1643654923
2022,1,20450,1687185785038.0,0.0,2101770.4432181516,19762719.311324965,1291659.6021089358,2136002.423876284
2022,2,21938,1687185816100.0,0.0,2461875.417737258,22935676.464546707,1533745.1576514198,2766068.848158707
2022,3,23282,1687185844191.0,0.0,2825926.809914227,26173385.69402048,1776914.0118230665,3411882.3364874264
2022,4,24770,1687185875690.0,0.0,3194356.1802000953,29456247.295196407,2021290.5331880872,4076110.826489114
2022,5,26210,1687185906936.0,0.0,3571351.739251605,32810452.983797073,2269783.922887282,4762527.141648423
2022,6,27698,1687185938073.0,0.0,3953274.4852441037,36223501.52736698,2519878.100023256,5469975.538304241
2022,7,29138,1687185976017.0,0.0,4518793.070895695,39795205.99584461,2848814.5024053333,6197477.6985757435
2022,8,30626,1687185985625.0,0.0,5117880.948386765,43620439.0782493,3211310.8944799867,6925483.808074395
2022,9,32114,1687185993477.0,0.0,5750537.114162879,47697095.312369704,3607366.3220237913,7653970.808141847
2022,10,33554,1687186001167.0,0.0,6416733.549434733,52022874.51658964,4036952.96551036,8382968.110105299
2022,11,35042,1687186010749.0,0.0,7139519.701997339,57088812.38624325,4521877.857647886,9594014.751932295
2022,12,36482,1687186040171.0,0.0,7866942.460408975,62220286.41363182,5007991.2930993615,10826280.684581025
2023,1,37970,1687186071015.0,0.0,8598900.908939268,67388716.37048978,5495330.742389796,12079944.450151613
2023,2,39458,1687186101792.0,0.0,9335846.476713473,72590068.68320931,5983887.078492337,13352592.771834502
2023,3,40802,1687186129783.0,0.0,10076681.146373948,77804858.06475729,6473537.133038103,14642521.498331858
2023,4,42290,1687186160515.0,0.0,10821825.586664528,83009068.25464566,6964401.873796593,15952059.762797477
2023,5,43730,1687186190646.0,0.0,11575481.897038408,88222385.83624983,7459393.342785866,17286219.35458688
2023,6,45218,1687186221900.0,0.0,12334022.212589798,93423265.59535222,7955988.978873192,18643779.82961283
2023,7,46658,1687186260620.0,0.0,13272827.33629304,98764519.57464725,8531436.773957253,20024150.416957155
2023,8,48146,1687186270570.0,0.0,14245287.112016633,104297861.76264942,9140530.010186663,21404982.90430148
2023,9,49634,1687186278729.0,0.0,15251403.62168434,110022038.77674475,9783270.667145552,22786324.35227305
