current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687185166180.0,0.0,4002.317245661143,234429.31946059995,1122.5505787067473,10881.312427195771
2021,1,2930,1687185193657.0,0.0,11842.772881516843,605985.4667851039,3323.102538332357,28790.740212581542
2021,2,4418,1687185219113.0,0.0,22765.520356312572,1110682.1955236348,6524.301967816969,50392.56607366732
2021,3,5762,1687185258244.0,0.0,34791.29172187103,1739684.7790268168,10576.282296894868,73243.60516507311
2021,4,7250,1687185316555.0,0.0,48028.526208886564,2489193.6885192217,15560.935597112835,97031.1662717689
2021,5,8690,1687185392470.0,0.0,64278.209012893996,3361846.4487765683,22975.653946268245,128162.26136279246
2021,6,10178,1687185503732.0,0.0,82047.13618459905,4352824.273344074,31722.84163719995,165861.03417001278
2021,7,11618,1687185695964.0,0.0,275797.33944545087,5489491.360740994,119069.02932985898,210070.68925302077
2021,8,13106,1687185705742.0,0.0,501471.59924337134,6942966.6140129,238329.1608856541,255506.36344812874
2021,9,14594,1687185714147.0,0.0,759075.6643083369,8710139.47108362,389508.7024483615,302486.2804528865
2021,10,16034,1687185722004.0,0.0,1048558.6553726246,10787899.08998382,572558.0977493317,350058.0877404942
2021,11,17522,1687185731453.0,0.0,1395351.9449348093,13726349.888442652,811666.4306731983,939656.6405942626
2021,12,18962,1687185754007.0,0.0,1746282.1838880081,16763540.417782795,1051892.9582389302,1544973.0654974813
2022,1,20450,1687185785028.0,0.0,2101323.2178321485,19891181.828035895,1293329.7952948143,2168122.613344402
2022,2,21938,1687185816097.0,0.0,2461073.565726005,23099001.346388247,1535966.1329046504,2808807.241985959
2022,3,23282,1687185844220.0,0.0,2824761.522937429,26372645.07880639,1779686.6678108175,3465080.670082683
2022,4,24770,1687185875670.0,0.0,3192817.613467114,29697227.594632786,2024615.7767204642,4139391.850128541
2022,5,26210,1687185906878.0,0.0,3569562.0259654517,33098195.17164741,2273669.354375906,4835805.117181911
2022,6,27698,1687185937690.0,0.0,3951395.20760259,36557735.14566562,2524327.8801025692,5553551.494161886
2022,7,29138,1687185976119.0,0.0,4516992.607056466,40175494.28158073,2853839.4394299136,6291915.447974677
2022,8,30626,1687185985604.0,0.0,5116158.890123576,44052214.06795031,3216910.630990368,7030760.054759267
2022,9,32114,1687185993477.0,0.0,5748895.19442431,48185552.764980674,3613542.536483133,7770110.635274055
2022,10,33554,1687186001193.0,0.0,6415171.915035122,52573335.05122304,4043705.828216046,8509961.606605696
2022,11,35042,1687186010738.0,0.0,7138828.791600227,57723407.593941644,4529997.901047954,9748418.351529617
2022,12,36482,1687186040173.0,0.0,7867147.044306771,62939553.5733611,5017477.7461608825,11007985.217489844
2023,1,37970,1687186071109.0,0.0,8600013.6644263,68198482.83758217,5506172.323630638,12287487.229843998
2023,2,39458,1687186101774.0,0.0,9337910.163273368,73490695.88894163,5996082.480000217,13586009.914526789
2023,3,40802,1687186129630.0,0.0,10079750.118334366,78797341.16471618,6487088.294801281,14901816.105438415
2023,4,42290,1687186160579.0,0.0,10825960.34535442,84093210.46743251,6979311.251089168,16237476.308919119
2023,5,43730,1687186190719.0,0.0,11580687.491044316,89398230.66386001,7475662.007478665,17597813.497218594
2023,6,45218,1687186221857.0,0.0,12340279.408720694,94686517.84512383,7973621.969314046,18982099.890275434
2023,7,46658,1687186260864.0,0.0,13280116.95987919,100114829.75362521,8550439.161582407,20389464.568504065
2023,8,48146,1687186270596.0,0.0,14253611.305989504,105791025.97010015,9160903.877528846,21797319.216791146
2023,9,49634,1687186278725.0,0.0,15260761.63034668,111713896.56372026,9805015.340594588,23205645.141564123
2023,10,51074,1687186286811.0,0.0,16301542.528259844,117881876.32712378,10482748.21685231,24614532.51603335
2023,11,52562,1687186296467.0,0.0,17399635.821584083,124800282.7277406,11216542.092695363,26518989.339443304
2023,12,54002,1687186326145.0,0.0,18502231.661420885,131757368.73548901,11951522.55271732,28444672.112491865
2024,1,55490,1687186356366.0,0.0,19609240.67951742,138722071.11165643,12687732.948683156,30392488.036582127
2024,2,56978,1687186386427.0,0.0,20721202.89168556,145669293.26994506,13425171.51128127,32362401.970654856
2024,3,58370,1687186414913.0,0.0,21837299.398568287,152574872.1155481,14163759.224166662,34352891.051015355
2024,4,59858,1687186445013.0,0.0,22957815.572486732,159405648.01333308,14903575.575413303,36365389.40852836
2024,5,61298,1687186474461.0,0.0,24086972.809880774,166157548.8671135,15647540.974493617,38406329.4875432
2024,6,62786,1687186504820.0,0.0,25221124.310622215,172790639.06898308,16393133.433824675,40475011.392604314
2024,7,64226,1687186542149.0,0.0,26534596.683144026,179542027.35262161,17217593.606950004,42570116.00071791
2024,8,65714,1687186551597.0,0.0,27882511.998846512,186571644.34494182,18076487.463449966,44665704.66449511
2024,9,67202,1687186559246.0,0.0,29264869.26231177,193879061.6175501,18969814.0568377,46761755.22827231
2024,10,68642,1687186567011.0,0.0,30681638.463914797,201463286.85022402,19897543.6746132,48858252.79204951
2024,11,70130,1687186576419.0,0.0,32162981.16650872,209985189.52240357,20888595.38357356,51605524.832657546
2024,12,71570,1687186605760.0,0.0,33648643.69349204,218520497.3642032,21880828.25660212,54373805.36345062
2025,1,73058,1687186636048.0,0.0,35138543.328533925,227040188.8199209,22874285.13273597,57163972.637344964
2025,2,74546,1687186666272.0,0.0,36633281.535493895,235521877.8900441,23868966.586453572,59976081.61494438
2025,3,75890,1687186693602.0,0.0,38132029.88658803,243944198.40878823,24864757.365909927,62808016.585214354
2025,4,77378,1687186723814.0,0.0,39635215.941024445,252275063.22877374,25861774.331525773,65661728.22918879
2025,5,78818,1687186753262.0,0.0,41146918.7571226,260508060.9215733,26862927.515745748,68543767.78582819
2025,6,80306,1687186783713.0,0.0,42663455.72546843,268605488.139464,27865700.28456183,71453173.48697343
2025,7,81746,1687186822185.0,0.0,44363497.550521955,276808443.4806668,28947335.710115798,74388640.79947434
2025,8,83234,1687186831633.0,0.0,46100064.554813325,285193464.3531494,30065486.99649753,77324619.94070105
2025,9,84722,1687186839644.0,0.0,47873158.675435,293760244.76470625,31220155.98557923,80261153.61327247
2025,10,86162,1687186847502.0,0.0,49682747.867279366,302508260.547903,32411311.029435053,83198181.4058704
2025,11,87650,1687186856911.0,0.0,51549822.42579212,311881559.26629275,33658699.98122215,86568709.57383026
2025,12,89090,1687186886477.0,0.0,53421378.526957795,321260946.2896493,34907275.97771647,89960531.33443272
2026,1,90578,1687186916660.0,0.0,55297325.547729105,330614407.1347896,36157080.34756381,93374390.72907677
2026,2,92066,1687186946916.0,0.0,57178204.49053977,339918465.68226266,37408110.85990317,96810198.09459409
2026,3,93410,1687186974584.0,0.0,59063066.77888353,349152802.67667365,38660251.35258056,100265928.38118275
2026,4,94898,1687187004384.0,0.0,60952338.8902266,358283173.1762138,39913620.45772215,103743691.33487123
2026,5,96338,1687187033919.0,0.0,62850225.77680317,367302835.32385117,41171131.95363407,107250220.87560405
2026,6,97826,1687187064285.0,0.0,64753091.92507407,376176753.0695457,42430270.40242864,110784570.15671878
2026,7,99266,1687187101652.0,0.0,66836313.89957297,385148179.50857025,43768279.76676903,114345529.9977095
2026,8,100754,1687187111127.0,0.0,68956259.11893786,394343872.84169656,45143003.06195471,117906999.26744401
2026,9,102242,1687187119229.0,0.0,71112927.6178849,403764048.71262866,46554440.32099529,121468977.91360053
2026,10,103682,1687187127221.0,0.0,73306289.52886644,413408110.8406567,48002561.96648416,125031455.5391468
2026,11,105170,1687187136969.0,0.0,75561054.08124433,423807069.2571486,49510834.89249441,129114070.92986867
2026,12,106610,1687187166546.0,0.0,77820594.23123336,434204672.5323012,51020303.01091955,133218289.1161971
2027,1,108098,1687187196817.0,0.0,80084808.30013664,444569433.87630534,52531008.16542923,137344870.81858563
2027,2,109586,1687187226941.0,0.0,82354225.76888701,454881440.87428993,54042946.6539384,141493689.7059879
2027,3,110930,1687187254320.0,0.0,84627766.6153602,465117158.6207947,55555998.435202636,145662507.90719002
2027,4,112418,1687187284453.0,0.0,86905871.05625394,475245133.9579958,57070281.29417677,149853342.98693737
2027,5,113858,1687187313926.0,0.0,89192433.60905007,485258262.501735,58588700.79818639,154072686.77236202
2027,6,115346,1687187344465.0,0.0,91483684.42005509,495123510.9113392,60108734.77794736,158319220.18860328
2027,7,116786,1687187382230.0,0.0,93954059.2699735,505081913.99089426,61707628.23435605,162591781.84564328
2027,8,118274,1687187391856.0,0.0,96461941.69788897,515259057.65885067,63344020.00895577,166864827.5583469
2027,9,119762,1687187399584.0,0.0,99007330.97818467,525655239.55878705,65017909.41179827,171138341.38244164
2027,10,121202,1687187407236.0,0.0,101590197.40024486,536270177.24662393,66729267.014694646,175412314.86691558
2027,11,122690,1687187416627.0,0.0,104236751.04460992,547676036.5226103,68503060.40607771,180247744.81498006
2027,12,124130,1687187446153.0,0.0,106887672.56720038,559076058.002726,70278037.84348767,185104365.13510525
2028,1,125618,1687187477109.0,0.0,109542876.38000254,570440911.2765758,72054241.17449963,189982969.1022584
2028,2,127106,1687187507272.0,0.0,112202872.85855113,581746726.4041289,73831668.29545182,194883488.46810663
2028,3,128498,1687187535569.0,0.0,114866866.11159277,592968693.5988445,75610241.2941474,199804504.31726372
2028,4,129986,1687187566019.0,0.0,117535131.13939814,604074611.2340592,77390038.58871618,204747381.54905272
2028,5,131426,1687187595482.0,0.0,120211882.75202125,615057805.0482014,79173983.18323928,209718845.60119957
2028,6,132914,1687187626058.0,0.0,122893491.60555221,625884352.6282092,80959547.99431816,214717753.5919386
2028,7,134354,1687187664566.0,0.0,125758526.93521732,636797339.7047522,82823974.795319,219742838.33059797
2028,8,135842,1687187674624.0,0.0,128663150.50460419,647914913.0288278,84727980.58466148,224768403.72222915
2028,9,137330,1687187682959.0,0.0,131607364.1915542,659237373.2972634,86671567.14787927,229794491.15066153
2028,10,138770,1687187691348.0,0.0,134591138.4749298,670764512.7160081,88654705.2369476,234821097.72288257
2028,11,140258,1687187700853.0,0.0,137639368.53629774,683030402.181882,90701047.68721208,240370876.65800214
2028,12,141698,1687187730128.0,0.0,140692187.4794412,695285750.9574066,92748579.03122954,245941965.64842755
2029,1,143186,1687187760491.0,0.0,143749502.56537512,707499369.3964485,94797342.65670003,251535276.25007814
2029,2,144674,1687187790816.0,0.0,146811782.46872616,719649242.4906353,96847333.91839588,257150619.41593984
2029,3,146018,1687187818133.0,0.0,149877963.70268804,731715648.7088332,98898432.21232675,262785750.25628576
2029,4,147506,1687187848527.0,0.0,152948464.8596094,743665537.131288,100950756.71259753,268442841.81592155
2029,5,148946,1687187878017.0,0.0,156027659.72390273,755491037.3195558,103007222.74861197,274128559.2917383
2029,6,150434,1687187908521.0,0.0,159111987.5924173,767159746.5987711,105065318.27532524,279842126.8644785
2029,7,151874,1687187946532.0,0.0,162376825.22935694,778913885.7813003,107202287.56726108,285582380.36876875
2029,8,153362,1687187956285.0,0.0,165681448.52144158,790888210.0146836,109379033.28357333,291323105.0901456
2029,9,154850,1687187964420.0,0.0,169025859.73660988,803083144.103733,111595557.58071725,297064351.61072654
2029,10,156290,1687187972357.0,0.0,172410029.31458533,815498648.2499782,113851831.17345291,302806115.5475894
2029,11,157778,1687187982079.0,0.0,175859708.41407043,828688699.264906,116172362.83810504,309090992.86374944
2029,12,159218,1687188011642.0,0.0,179313835.82666084,841865718.1903473,118494080.11275795,315397083.8477995
2030,1,160706,1687188041841.0,0.0,182772322.94996443,854999677.7921306,120817025.02213831,321725186.7078767
2030,2,162194,1687188072179.0,0.0,186235746.62990436,868067505.4667178,123141196.42424197,328075269.5046781
2030,3,163538,1687188099612.0,0.0,189703205.8763144,881050398.0453371,125466479.40433666,334445332.78432596
2030,4,165026,1687188129962.0,0.0,193175131.45700473,893913475.6570768,127792991.52510625,340837380.44674766
2030,5,166466,1687188159567.0,0.0,196655635.14879382,906649086.3052558,130123644.82022561,347258192.81325054
2030,6,167954,1687188190073.0,0.0,200141038.99101883,919223971.1427295,132455921.84091094,353706710.5369921
2030,7,169394,1687188228123.0,0.0,203805778.99819008,931882175.9386066,134867067.98321033,360181824.44859403
2030,8,170882,1687188237425.0,0.0,207511090.22802112,944713638.2424682,137318776.1372944,366657400.260196
2030,9,172370,1687188245245.0,0.0,211256972.68051198,957718939.3931125,139811046.30316332,373133437.9717979
2030,10,173810,1687188252993.0,0.0,215043397.34145543,970898017.8325322,142343849.71480379,379609944.8390634
2030,11,175298,1687188262334.0,0.0,218892741.89233813,984736915.073628,144938321.64851832,386561388.32220435
2030,12,176738,1687188292025.0,0.0,222746748.99451458,998561926.2345551,147533984.4177969,393534207.6608551
2031,1,178226,1687188322143.0,0.0,226605322.5594138,1012343423.8584017,150130880.9920925,400529272.48354894
2031,2,179714,1687188352369.0,0.0,230468995.83834141,1026059943.1117636,152729008.2937231,407546466.5006528
2031,3,181058,1687188379725.0,0.0,234336739.37155816,1039687532.6904143,155328248.96160123,414583746.5168764
2031,4,182546,1687188410033.0,0.0,238208987.81991693,1053193518.4299219,157928720.9178247,421643144.39385676
2031,5,183986,1687188439472.0,0.0,242089721.51449615,1066572272.4439152,160533330.70622048,428731150.812354
2031,6,185474,1687188470040.0,0.0,245975213.06946504,1079788901.9188628,163139559.6233402,435846680.8334045
2031,7,186914,1687188507708.0,0.0,250044138.77073488,1093087572.2170162,165824655.95445025,442988857.9432581
2031,8,188402,1687188517451.0,0.0,254155717.49524593,1106610671.0668547,168552396.00006446,450131541.26443887
2031,9,189890,1687188525517.0,0.0,258309948.765276,1120358951.9849546,171322779.30594367,457274720.8858677
2031,10,191330,1687188533445.0,0.0,262506801.91130197,1134332394.9512107,174135775.53212786,464418366.4978654
2031,11,192818,1687188543231.0,0.0,266774036.31947872,1149128599.4731777,177017901.52122062,472148713.90805334
2031,12,194258,1687188572643.0,0.0,271045687.3640417,1163908645.1223674,179901213.16210496,479900319.67641157
2032,1,195746,1687188602974.0,0.0,275321666.99101514,1178643000.1088266,182785751.77571943,487673935.49124956
2032,2,197234,1687188633258.0,0.0,279602658.99900454,1193309457.9581597,185671518.12383318,495469551.45742685
2032,3,198626,1687188661708.0,0.0,283888030.48699594,1207882384.057188,188558440.5954466,503285979.0239819
