current_date.year,current_date.month,cycle,machine_time,runTime,totalNFlows,totalCFlows,TT,CThroughflow
2020,12,1442,1687199574545.0,0.0,4001.8808741073417,234537.24177674312,1122.1356575567465,10889.514717595754
2021,1,2930,1687199602369.0,0.0,11842.212416541644,606152.8334149506,3322.5696237323564,28802.42094568156
2021,2,4418,1687199628082.0,0.0,22753.722936768034,1110893.9382208784,6523.858467647218,50424.54373314238
2021,3,5762,1687199669852.0,0.0,34744.510424206725,1739922.1137252487,10574.425921272365,73245.56961922318
2021,4,7250,1687199728535.0,0.0,47922.943128774634,2489439.596153854,15558.354849152833,97043.76711146893
2021,5,8690,1687199796402.0,0.0,64137.61417588093,3362146.0710802358,22973.8384849515,128262.93236357409
2021,6,10178,1687199910332.0,0.0,81913.8595863804,4353199.094499204,31721.979806515697,166064.76460014845
2021,7,11618,1687200081921.0,0.0,275713.79852001555,5490064.085893296,119069.42163699731,210415.39078825442
2021,8,13106,1687200091892.0,0.0,501436.4480066937,6964401.369303254,238329.5236179853,255970.85267596037
2021,9,14594,1687200100235.0,0.0,759084.2675079294,8773126.363822471,389504.62431300705,302843.54044331604
2021,10,16034,1687200108107.0,0.0,1048607.7091941254,10912946.558569882,572546.433442989,350163.2282106717
2021,11,17522,1687200117480.0,0.0,1397815.1195504155,13987326.208154181,814020.8503680654,992798.1819710436
2021,12,18962,1687200137297.0,0.0,1751200.489260304,17161653.95161749,1056471.4875991682,1638820.2724773558
2022,1,20450,1687200168518.0,0.0,2108909.7829637146,20435799.773041826,1300161.4697714054,2303638.2775378274
2022,2,21938,1687200199793.0,0.0,2471572.6843045065,23801587.40726001,1545073.996527292,2986522.240617133
2022,3,23282,1687200228105.0,0.0,2838357.2206350137,27249912.057757765,1791077.081648258,3683395.7441092595
2022,4,24770,1687200259774.0,0.0,3209715.9483922976,30770076.12608799,2038297.9849681368,4397058.599822274
2022,5,26210,1687200289660.0,0.0,3589659.1126429117,34370418.33769512,2289643.225934885,5133030.04467689
2022,6,27698,1687200320846.0,0.0,3974451.429940786,38034135.70112138,2542592.5062750955,5890383.245070168
2022,7,29138,1687200359150.0,0.0,4542766.423394449,41855590.281040296,2874391.8036834737,6668226.467305857
2022,8,30626,1687200368679.0,0.0,5144651.295093716,45904274.07396912,3239751.5288324384,7446641.536270046
2022,9,32114,1687200376451.0,0.0,5780104.103523151,50177987.69191507,3638669.835644239,8225584.207112235
2022,10,33554,1687200384263.0,0.0,6449094.382407323,54674626.40549116,4071116.577415689,9005029.003355522
2022,11,35042,1687200393800.0,0.0,7171938.465684156,59823744.53769432,4556165.650862415,10205348.893850625
2022,12,36482,1687200423545.0,0.0,7899418.434159632,65038587.061397865,5042405.5012423815,11427077.953799011
2023,1,37970,1687200454683.0,0.0,8631439.091898259,70286929.97539721,5529878.919139369,12671071.355726443
2023,2,39458,1687200485616.0,0.0,9368562.89092191,75545976.81259423,6018582.4065205855,13937137.977808537
2023,3,40802,1687200513657.0,0.0,10109800.341078497,80790973.1497108,6508399.212212181,15223219.36370901
2023,4,42290,1687200544700.0,0.0,10855591.19493893,85989424.36272515,6999447.673502171,16531379.229007555
2023,5,43730,1687200575109.0,0.0,11610076.49713963,91167179.81332953,7494616.017448503,17865052.803532887
2023,6,45218,1687200606636.0,0.0,12369590.137700293,96304575.95362154,7991396.056841217,19223403.753462154
2023,7,46658,1687200645749.0,0.0,13309517.934744345,101582076.89565867,8567040.681064362,20606022.450530507
2023,8,48146,1687200655246.0,0.0,14283097.730952187,107062432.09842138,9176328.093576295,21989103.047598857
2023,9,49634,1687200663303.0,0.0,15290331.819757186,112744427.84018536,9819260.475073725,23372697.00361861
2023,10,51074,1687200671208.0,0.0,16331190.789427618,118626527.08316296,10495808.681559715,24756803.65443891
2023,11,52562,1687200680960.0,0.0,17424440.556573424,125105086.6235608,11223496.199541293,26527673.86215625
2023,12,54002,1687200710885.0,0.0,18522246.870452106,131618217.82996225,11952373.000052307,28319925.903194252
2024,1,55490,1687200741132.0,0.0,19624516.76851985,138133898.256967,12682480.993452802,30134345.339108754
2024,2,56978,1687200771694.0,0.0,20731772.54233118,144630687.82706702,13413816.874780947,31970787.31325549
2024,3,58370,1687200800085.0,0.0,21843159.377798032,151080662.5999147,14146302.325076018,33827842.92029497
2024,4,59858,1687200830848.0,0.0,22958960.2851601,157453479.1705756,14880014.827325402,35706783.46922678
2024,5,61298,1687200860604.0,0.0,24083418.770715725,163744423.6504897,15617877.34586816,37614242.617003575
2024,6,62786,1687200891464.0,0.0,25212891.865808554,169914789.81731716,16357365.779937329,39549327.02671532
2024,7,64226,1687200929083.0,0.0,26521705.08229008,176203680.44705698,17175720.41704317,41510695.0235706
2024,8,65714,1687200938394.0,0.0,27864958.705584146,182767102.58309078,18028506.18717522,43472553.406279065
2024,9,67202,1687200946404.0,0.0,29242652.400171123,189604627.84294122,18915722.771306735,45434895.42885637
2024,10,68642,1687200954548.0,0.0,30654757.100729372,196715216.49119768,19837341.354822632,47397727.93117138
